change_id,account_id,old_beneficiary,new_beneficiary,change_ts,channel
BCH005088,ACC002767,BEN88663,BEN70701,2026-09-14 15:40:18,internet
BCH005089,ACC003374,BEN24530,BEN85033,2026-09-14 15:41:17,branch
BCH005090,ACC000028,BEN25373,BEN16375,2026-09-14 15:40:33,internet
BCH005091,ACC004588,BEN46299,BEN35559,2026-09-14 15:43:01,internet
BCH005092,ACC002388,BEN76007,BEN92051,2026-09-14 15:45:39,mobile
BCH005093,ACC002532,BEN63496,BEN33866,2026-09-14 15:45:45,branch
BCH005094,ACC001132,BEN46314,BEN82358,2026-09-14 15:41:41,internet
BCH005095,ACC003321,BEN31981,BEN63373,2026-09-14 15:42:32,internet
BCH005096,ACC002666,BEN90297,BEN56375,2026-09-14 15:45:45,mobile
BCH005097,ACC001146,BEN67085,BEN48623,2026-09-14 15:42:53,branch
BCH005098,ACC001858,BEN98652,BEN21224,2026-09-14 15:41:30,branch
BCH005099,ACC002406,BEN39317,BEN27059,2026-09-14 15:41:05,branch
BCH005100,ACC002698,BEN28799,BEN31842,2026-09-14 15:40:17,branch
BCH005101,ACC002788,BEN19579,BEN28715,2026-09-14 15:40:56,branch
BCH005102,ACC002737,BEN66008,BEN23874,2026-09-14 15:43:25,branch
BCH005103,ACC000298,BEN95438,BEN47265,2026-09-14 15:41:26,internet
BCH005104,ACC000699,BEN82656,BEN39168,2026-09-14 15:44:53,internet
BCH005105,ACC004122,BEN45329,BEN25097,2026-09-14 15:40:54,internet
BCH005106,ACC000540,BEN49389,BEN49643,2026-09-14 15:42:00,mobile
BCH005107,ACC000741,BEN75524,BEN57098,2026-09-14 15:45:47,internet
BCH005108,ACC003453,BEN69772,BEN95316,2026-09-14 15:42:29,branch
BCH005109,ACC003899,BEN79179,BEN31110,2026-09-14 15:42:55,mobile
BCH005110,ACC000337,BEN58263,BEN83300,2026-09-14 15:44:06,internet
BCH005111,ACC003789,BEN72646,BEN93866,2026-09-14 15:43:58,mobile
BCH005112,ACC000357,BEN93873,BEN43194,2026-09-14 15:42:44,internet
BCH005113,ACC001188,BEN57570,BEN15994,2026-09-14 15:44:04,mobile
BCH005114,ACC000553,BEN97128,BEN92686,2026-09-14 15:44:11,branch
BCH005115,ACC000185,BEN51730,BEN83201,2026-09-14 15:43:03,mobile
BCH005116,ACC003150,BEN60666,BEN96868,2026-09-14 15:40:20,mobile
BCH005117,ACC002786,BEN12206,BEN21482,2026-09-14 15:45:23,internet
BCH005118,ACC002577,BEN91658,BEN46686,2026-09-14 15:40:33,internet
BCH005119,ACC002760,BEN14373,BEN36852,2026-09-14 15:42:43,branch
BCH005120,ACC004048,BEN46673,BEN93385,2026-09-14 15:44:38,internet
BCH005121,ACC001973,BEN38330,BEN11381,2026-09-14 15:44:39,branch
BCH005122,ACC003054,BEN77976,BEN78289,2026-09-14 15:46:02,branch
BCH005123,ACC002929,BEN48108,BEN35119,2026-09-14 15:42:11,branch
BCH005124,ACC004588,BEN93609,BEN67396,2026-09-14 15:45:49,branch
BCH005125,ACC003626,BEN24760,BEN13900,2026-09-14 15:44:54,internet
BCH005126,ACC000793,BEN71669,BEN17519,2026-09-14 15:42:37,mobile
BCH005127,ACC000529,BEN34149,BEN41930,2026-09-14 15:40:33,internet
BCH005128,ACC002647,BEN64311,BEN69792,2026-09-14 15:42:26,branch
BCH005129,ACC004854,BEN97903,BEN72429,2026-09-14 15:42:14,mobile
BCH005130,ACC002968,BEN32185,BEN44571,2026-09-14 15:43:09,mobile
BCH005131,ACC004372,BEN27197,BEN95042,2026-09-14 15:40:13,branch
BCH005132,ACC001682,BEN31453,BEN65178,2026-09-14 15:43:02,mobile
BCH005133,ACC002002,BEN81353,BEN61153,2026-09-14 15:45:17,mobile
BCH005134,ACC004157,BEN22475,BEN82366,2026-09-14 15:40:50,internet
BCH005135,ACC000814,BEN46836,BEN47336,2026-09-14 15:44:39,branch
BCH005136,ACC003279,BEN18693,BEN58280,2026-09-14 15:42:33,mobile
BCH005137,ACC002445,BEN17927,BEN83444,2026-09-14 15:43:54,internet
BCH005138,ACC000396,BEN77513,BEN18167,2026-09-14 15:43:30,branch
BCH005139,ACC000930,BEN81769,BEN16407,2026-09-14 15:45:51,mobile
BCH005140,ACC001901,BEN77236,BEN47782,2026-09-14 15:43:56,internet
BCH005141,ACC003669,BEN42267,BEN29485,2026-09-14 15:43:57,internet
BCH005142,ACC001797,BEN30566,BEN63985,2026-09-14 15:42:09,internet
BCH005143,ACC002071,BEN58543,BEN66096,2026-09-14 15:41:49,branch
BCH005144,ACC002957,BEN10149,BEN78875,2026-09-14 15:42:51,internet
BCH005145,ACC004132,BEN86947,BEN96510,2026-09-14 15:45:13,branch
BCH005146,ACC004042,BEN17455,BEN27592,2026-09-14 15:46:05,internet
BCH005147,ACC004387,BEN93281,BEN73104,2026-09-14 15:45:00,branch
BCH005148,ACC004454,BEN74482,BEN55556,2026-09-14 15:41:28,internet
BCH005149,ACC004897,BEN47942,BEN85153,2026-09-14 15:41:33,internet
BCH005150,ACC003486,BEN98732,BEN40986,2026-09-14 15:43:06,mobile
BCH005151,ACC001180,BEN65908,BEN66777,2026-09-14 15:43:06,branch
BCH005152,ACC000808,BEN80829,BEN65113,2026-09-14 15:40:38,mobile
BCH005153,ACC004622,BEN46428,BEN79585,2026-09-14 15:42:10,branch
BCH005154,ACC001014,BEN62159,BEN16547,2026-09-14 15:42:12,internet
BCH005155,ACC002936,BEN70907,BEN84900,2026-09-14 15:41:41,branch
BCH005156,ACC004988,BEN30834,BEN22235,2026-09-14 15:42:12,branch
BCH005157,ACC000293,BEN34657,BEN52319,2026-09-14 15:45:13,branch
BCH005158,ACC001621,BEN99614,BEN23678,2026-09-14 15:42:50,mobile
BCH005159,ACC004035,BEN39085,BEN85090,2026-09-14 15:40:56,internet
BCH005160,ACC000446,BEN74814,BEN82563,2026-09-14 15:44:21,mobile
BCH005161,ACC001024,BEN86868,BEN66146,2026-09-14 15:41:38,internet
BCH005162,ACC003596,BEN58936,BEN91525,2026-09-14 15:40:36,branch
BCH005163,ACC000032,BEN79663,BEN30803,2026-09-14 15:40:37,mobile
BCH005164,ACC001138,BEN67679,BEN31035,2026-09-14 15:44:09,branch
BCH005165,ACC002784,BEN35593,BEN11279,2026-09-14 15:44:14,mobile
BCH005166,ACC003284,BEN27107,BEN71769,2026-09-14 15:42:36,mobile
BCH005167,ACC004886,BEN84895,BEN93140,2026-09-14 15:40:17,branch
BCH005168,ACC003540,BEN57634,BEN30028,2026-09-14 15:45:54,branch
BCH005169,ACC000898,BEN25271,BEN26105,2026-09-14 15:44:03,mobile
BCH005170,ACC001528,BEN52648,BEN43458,2026-09-14 15:40:45,branch
BCH005171,ACC000524,BEN18331,BEN40404,2026-09-14 15:41:15,mobile
BCH005172,ACC002479,BEN95812,BEN76565,2026-09-14 15:40:39,internet
BCH005173,ACC002000,BEN42119,BEN42437,2026-09-14 15:43:52,mobile
BCH005174,ACC003989,BEN47326,BEN51526,2026-09-14 15:46:02,internet
BCH005175,ACC003934,BEN27939,BEN90146,2026-09-14 15:42:32,internet
BCH005176,ACC004259,BEN86580,BEN50281,2026-09-14 15:43:55,branch
BCH005177,ACC002207,BEN49297,BEN88529,2026-09-14 15:46:01,mobile
BCH005178,ACC003714,BEN37390,BEN16563,2026-09-14 15:46:02,mobile
BCH005179,ACC000322,BEN52408,BEN29777,2026-09-14 15:41:35,mobile
BCH005180,ACC004163,BEN64971,BEN35634,2026-09-14 15:42:27,branch
BCH005181,ACC004106,BEN49847,BEN81295,2026-09-14 15:44:47,mobile
BCH005182,ACC001768,BEN29498,BEN10086,2026-09-14 15:42:35,mobile
BCH005183,ACC002047,BEN70226,BEN75720,2026-09-14 15:42:10,internet
BCH005184,ACC001723,BEN92669,BEN69441,2026-09-14 15:45:31,internet
BCH005185,ACC003740,BEN33338,BEN99242,2026-09-14 15:40:53,branch
BCH005186,ACC002531,BEN37349,BEN73964,2026-09-14 15:45:17,branch
BCH005187,ACC000522,BEN16078,BEN71068,2026-09-14 15:45:14,mobile
BCH005188,ACC000301,BEN32342,BEN26151,2026-09-14 15:44:39,branch
BCH005189,ACC004320,BEN75871,BEN93445,2026-09-14 15:42:41,internet
BCH005190,ACC004795,BEN34868,BEN64708,2026-09-14 15:43:41,mobile
BCH005191,ACC004122,BEN80073,BEN42626,2026-09-14 15:44:23,internet
BCH005192,ACC000429,BEN55297,BEN79177,2026-09-14 15:44:30,mobile
BCH005193,ACC000319,BEN62458,BEN51592,2026-09-14 15:44:07,branch
BCH005194,ACC004538,BEN31057,BEN25652,2026-09-14 15:40:29,mobile
BCH005195,ACC003783,BEN13432,BEN67294,2026-09-14 15:41:00,branch
BCH005196,ACC000237,BEN88282,BEN90496,2026-09-14 15:40:48,internet
BCH005197,ACC000227,BEN88428,BEN16854,2026-09-14 15:45:17,branch
BCH005198,ACC000898,BEN28566,BEN24059,2026-09-14 15:41:24,mobile
BCH005199,ACC003646,BEN36700,BEN88748,2026-09-14 15:40:57,internet
BCH005200,ACC003347,BEN25196,BEN97664,2026-09-14 15:40:49,branch
BCH005201,ACC003683,BEN49080,BEN75945,2026-09-14 15:43:38,internet
BCH005202,ACC000882,BEN59881,BEN99173,2026-09-14 15:40:22,mobile
BCH005203,ACC001719,BEN24228,BEN93245,2026-09-14 15:43:01,branch
BCH005204,ACC003858,BEN30139,BEN63380,2026-09-14 15:40:49,branch
BCH005205,ACC002066,BEN58699,BEN11451,2026-09-14 15:40:53,internet
BCH005206,ACC000998,BEN86913,BEN12151,2026-09-14 15:45:18,mobile
BCH005207,ACC002406,BEN12634,BEN35198,2026-09-14 15:40:05,internet
BCH005208,ACC004994,BEN14066,BEN89614,2026-09-14 15:42:06,internet
BCH005209,ACC000863,BEN56008,BEN51396,2026-09-14 15:45:42,branch
BCH005210,ACC000740,BEN45950,BEN88977,2026-09-14 15:45:46,branch
BCH005211,ACC002289,BEN11971,BEN51845,2026-09-14 15:43:48,branch
BCH005212,ACC003398,BEN42857,BEN50328,2026-09-14 15:43:08,branch
BCH005213,ACC004638,BEN72326,BEN10284,2026-09-14 15:41:39,mobile
BCH005214,ACC001416,BEN21594,BEN79679,2026-09-14 15:43:54,internet
BCH005215,ACC000822,BEN21516,BEN48130,2026-09-14 15:45:34,mobile
BCH005216,ACC000726,BEN37525,BEN58853,2026-09-14 15:46:01,internet
BCH005217,ACC001376,BEN20487,BEN72102,2026-09-14 15:43:31,mobile
BCH005218,ACC002319,BEN13877,BEN15697,2026-09-14 15:42:46,branch
BCH005219,ACC001429,BEN59731,BEN93409,2026-09-14 15:41:50,branch
BCH005220,ACC002396,BEN36166,BEN17295,2026-09-14 15:45:37,branch
BCH005221,ACC003634,BEN55638,BEN31467,2026-09-14 15:42:35,mobile
BCH005222,ACC000026,BEN20759,BEN39865,2026-09-14 15:43:00,branch
BCH005223,ACC003973,BEN38552,BEN69466,2026-09-14 15:41:34,mobile
BCH005224,ACC000992,BEN81039,BEN43067,2026-09-14 15:40:49,branch
BCH005225,ACC004422,BEN88600,BEN31380,2026-09-14 15:45:43,internet
BCH005226,ACC001788,BEN44528,BEN80710,2026-09-14 15:44:24,internet
BCH005227,ACC001839,BEN88040,BEN92290,2026-09-14 15:40:56,branch
BCH005228,ACC001780,BEN77548,BEN33696,2026-09-14 15:44:11,mobile
BCH005229,ACC002157,BEN84212,BEN43102,2026-09-14 15:45:07,internet
BCH005230,ACC003496,BEN71242,BEN54641,2026-09-14 15:40:27,internet
BCH005231,ACC003988,BEN72018,BEN64205,2026-09-14 15:42:12,branch
BCH005232,ACC000393,BEN87346,BEN74427,2026-09-14 15:44:27,mobile
BCH005233,ACC004938,BEN74544,BEN55857,2026-09-14 15:41:36,branch
BCH005234,ACC000930,BEN65964,BEN77165,2026-09-14 15:42:49,branch
BCH005235,ACC000467,BEN24980,BEN88029,2026-09-14 15:42:50,mobile
BCH005236,ACC004914,BEN41581,BEN42609,2026-09-14 15:42:37,internet
BCH005237,ACC003899,BEN66303,BEN65924,2026-09-14 15:40:29,branch
BCH005238,ACC000809,BEN77275,BEN62980,2026-09-14 15:40:30,internet
BCH005239,ACC003153,BEN83111,BEN67955,2026-09-14 15:41:55,mobile
BCH005240,ACC004851,BEN57293,BEN63631,2026-09-14 15:41:38,mobile
BCH005241,ACC001668,BEN97641,BEN98883,2026-09-14 15:41:20,mobile
BCH005242,ACC001519,BEN82244,BEN58211,2026-09-14 15:43:44,mobile
BCH005243,ACC004404,BEN22823,BEN46493,2026-09-14 15:43:44,branch
BCH005244,ACC001003,BEN66295,BEN67679,2026-09-14 15:41:32,mobile
BCH005245,ACC004316,BEN31132,BEN27716,2026-09-14 15:42:43,mobile
BCH005246,ACC001613,BEN18504,BEN72016,2026-09-14 15:43:40,mobile
BCH005247,ACC004769,BEN57181,BEN84966,2026-09-14 15:45:18,internet
BCH005248,ACC004164,BEN37063,BEN31569,2026-09-14 15:44:04,branch
BCH005249,ACC000235,BEN94190,BEN32753,2026-09-14 15:44:34,branch
BCH005250,ACC002839,BEN87370,BEN41945,2026-09-14 15:40:53,mobile
BCH005251,ACC004752,BEN57008,BEN18695,2026-09-14 15:42:56,mobile
BCH005252,ACC004191,BEN73835,BEN97175,2026-09-14 15:45:23,mobile
BCH005253,ACC001788,BEN79117,BEN58942,2026-09-14 15:43:35,mobile
BCH005254,ACC000984,BEN61840,BEN14210,2026-09-14 15:44:50,mobile
BCH005255,ACC003254,BEN21464,BEN38577,2026-09-14 15:45:03,internet
BCH005256,ACC003621,BEN78227,BEN57262,2026-09-14 15:45:15,internet
BCH005257,ACC003406,BEN61889,BEN23062,2026-09-14 15:41:53,mobile
BCH005258,ACC001725,BEN60830,BEN59015,2026-09-14 15:43:40,internet
BCH005259,ACC003491,BEN91573,BEN17870,2026-09-14 15:42:52,mobile
BCH005260,ACC002874,BEN27333,BEN56452,2026-09-14 15:45:11,branch
BCH005261,ACC003482,BEN84565,BEN98358,2026-09-14 15:42:05,mobile
BCH005262,ACC002320,BEN79489,BEN80037,2026-09-14 15:40:14,internet
BCH005263,ACC001078,BEN28921,BEN83886,2026-09-14 15:43:32,branch
BCH005264,ACC002860,BEN51651,BEN92418,2026-09-14 15:44:48,internet
BCH005265,ACC001588,BEN59692,BEN26416,2026-09-14 15:41:11,internet
BCH005266,ACC000392,BEN39756,BEN36062,2026-09-14 15:40:51,mobile
BCH005267,ACC004512,BEN56100,BEN15718,2026-09-14 15:40:50,branch
BCH005268,ACC000625,BEN42916,BEN80516,2026-09-14 15:42:30,branch
BCH005269,ACC001779,BEN48820,BEN28791,2026-09-14 15:40:30,branch
BCH005270,ACC000335,BEN61250,BEN25513,2026-09-14 15:43:15,branch
BCH005271,ACC001292,BEN93563,BEN35016,2026-09-14 15:44:08,internet
BCH005272,ACC002766,BEN31740,BEN97372,2026-09-14 15:41:01,mobile
BCH005273,ACC004588,BEN14249,BEN91240,2026-09-14 15:41:11,mobile
BCH005274,ACC001191,BEN49555,BEN29833,2026-09-14 15:40:32,mobile
BCH005275,ACC004038,BEN10482,BEN40287,2026-09-14 15:42:40,internet
BCH005276,ACC000334,BEN20356,BEN21233,2026-09-14 15:44:36,internet
BCH005277,ACC004272,BEN11002,BEN73010,2026-09-14 15:45:53,mobile
BCH005278,ACC000529,BEN49545,BEN56401,2026-09-14 15:40:24,branch
BCH005279,ACC003531,BEN74802,BEN76945,2026-09-14 15:43:11,internet
BCH005280,ACC004683,BEN90180,BEN62514,2026-09-14 15:42:48,branch
BCH005281,ACC004668,BEN33215,BEN85977,2026-09-14 15:45:55,mobile
BCH005282,ACC001831,BEN68574,BEN86742,2026-09-14 15:45:46,internet
BCH005283,ACC004551,BEN14187,BEN14507,2026-09-14 15:45:48,mobile
BCH005284,ACC001200,BEN91711,BEN12109,2026-09-14 15:43:56,mobile
BCH005285,ACC004105,BEN70518,BEN74513,2026-09-14 15:43:04,mobile
BCH005286,ACC001225,BEN52566,BEN58680,2026-09-14 15:40:30,internet
BCH005287,ACC001336,BEN25220,BEN89142,2026-09-14 15:45:35,internet
BCH005288,ACC002403,BEN28226,BEN10434,2026-09-14 15:44:21,internet
BCH005289,ACC001863,BEN81775,BEN98712,2026-09-14 15:42:44,internet
BCH005290,ACC003114,BEN40848,BEN81076,2026-09-14 15:45:46,mobile
BCH005291,ACC002464,BEN67504,BEN58422,2026-09-14 15:45:49,branch
BCH005292,ACC003342,BEN42888,BEN51722,2026-09-14 15:45:27,branch
BCH005293,ACC003367,BEN42286,BEN91559,2026-09-14 15:44:28,internet
BCH005294,ACC000590,BEN22330,BEN23085,2026-09-14 15:40:30,branch
BCH005295,ACC001201,BEN25176,BEN94158,2026-09-14 15:44:48,mobile
BCH005296,ACC002366,BEN56669,BEN41227,2026-09-14 15:40:34,internet
BCH005297,ACC001879,BEN18254,BEN47933,2026-09-14 15:40:57,mobile
BCH005298,ACC001117,BEN29853,BEN37233,2026-09-14 15:44:47,branch
BCH005299,ACC004201,BEN83419,BEN92604,2026-09-14 15:44:17,branch
BCH005300,ACC000700,BEN12667,BEN16554,2026-09-14 15:45:54,branch
BCH005301,ACC002971,BEN85554,BEN85481,2026-09-14 15:40:22,branch
BCH005302,ACC004679,BEN65606,BEN20180,2026-09-14 15:43:46,internet
BCH005303,ACC003634,BEN11587,BEN39725,2026-09-14 15:44:48,branch
BCH005304,ACC000850,BEN98648,BEN96971,2026-09-14 15:41:13,mobile
BCH005305,ACC002338,BEN60662,BEN46060,2026-09-14 15:45:41,mobile
BCH005306,ACC000391,BEN78854,BEN15421,2026-09-14 15:40:44,branch
BCH005307,ACC002947,BEN71665,BEN31457,2026-09-14 15:43:37,mobile
BCH005308,ACC003146,BEN67016,BEN82696,2026-09-14 15:44:16,internet
BCH005309,ACC004325,BEN74137,BEN97917,2026-09-14 15:42:59,branch
BCH005310,ACC001027,BEN93084,BEN91967,2026-09-14 15:45:26,internet
BCH005311,ACC000574,BEN84113,BEN99903,2026-09-14 15:43:40,internet
BCH005312,ACC004784,BEN57091,BEN80822,2026-09-14 15:44:02,mobile
BCH005313,ACC003777,BEN74297,BEN16952,2026-09-14 15:45:31,internet
BCH005314,ACC000284,BEN43583,BEN38456,2026-09-14 15:40:50,branch
BCH005315,ACC001947,BEN41203,BEN69236,2026-09-14 15:45:23,internet
BCH005316,ACC001177,BEN44426,BEN17460,2026-09-14 15:41:27,branch
BCH005317,ACC003773,BEN30151,BEN40665,2026-09-14 15:46:00,mobile
BCH005318,ACC000857,BEN35464,BEN89667,2026-09-14 15:42:53,mobile
BCH005319,ACC000461,BEN83814,BEN36957,2026-09-14 15:40:20,internet
BCH005320,ACC003047,BEN82874,BEN76456,2026-09-14 15:41:10,mobile
BCH005321,ACC004263,BEN92944,BEN36624,2026-09-14 15:44:35,internet
BCH005322,ACC001749,BEN72706,BEN66115,2026-09-14 15:44:11,mobile
BCH005323,ACC003945,BEN21265,BEN80399,2026-09-14 15:40:25,mobile
BCH005324,ACC001717,BEN34476,BEN51935,2026-09-14 15:45:23,internet
BCH005325,ACC004005,BEN98563,BEN39717,2026-09-14 15:42:03,mobile
BCH005326,ACC000868,BEN68313,BEN30352,2026-09-14 15:41:26,branch
BCH005327,ACC002846,BEN41926,BEN55642,2026-09-14 15:41:40,internet
BCH005328,ACC003355,BEN74491,BEN69730,2026-09-14 15:43:20,internet
BCH005329,ACC004622,BEN99046,BEN62789,2026-09-14 15:42:19,branch
BCH005330,ACC000441,BEN69033,BEN42640,2026-09-14 15:41:22,internet
BCH005331,ACC001179,BEN11693,BEN57631,2026-09-14 15:42:10,branch
BCH005332,ACC001273,BEN99202,BEN19898,2026-09-14 15:41:35,internet
BCH005333,ACC004517,BEN14534,BEN44552,2026-09-14 15:42:47,internet
BCH005334,ACC002981,BEN87744,BEN73569,2026-09-14 15:42:33,mobile
BCH005335,ACC003842,BEN26875,BEN50942,2026-09-14 15:42:15,mobile
BCH005336,ACC002028,BEN37273,BEN44826,2026-09-14 15:43:02,internet
BCH005337,ACC004170,BEN36921,BEN45832,2026-09-14 15:40:25,mobile
BCH005338,ACC003994,BEN47007,BEN69962,2026-09-14 15:40:08,branch
BCH005339,ACC001730,BEN75216,BEN69107,2026-09-14 15:43:32,branch
BCH005340,ACC004217,BEN70465,BEN53175,2026-09-14 15:40:20,branch
BCH005341,ACC002028,BEN34412,BEN51904,2026-09-14 15:44:35,internet
BCH005342,ACC004413,BEN84005,BEN65846,2026-09-14 15:43:49,mobile
BCH005343,ACC004396,BEN16564,BEN92271,2026-09-14 15:44:53,branch
BCH005344,ACC003416,BEN61349,BEN58143,2026-09-14 15:45:56,mobile
BCH005345,ACC001308,BEN32279,BEN73473,2026-09-14 15:45:25,branch
BCH005346,ACC004604,BEN10050,BEN64447,2026-09-14 15:43:11,internet
BCH005347,ACC002355,BEN97323,BEN25957,2026-09-14 15:41:10,mobile
BCH005348,ACC000199,BEN86769,BEN38286,2026-09-14 15:44:46,internet
BCH005349,ACC004723,BEN33865,BEN93365,2026-09-14 15:41:47,internet
BCH005350,ACC004148,BEN98189,BEN22726,2026-09-14 15:43:20,branch
BCH005351,ACC001340,BEN89930,BEN68112,2026-09-14 15:43:20,branch
BCH005352,ACC001603,BEN73570,BEN94900,2026-09-14 15:44:15,internet
BCH005353,ACC000443,BEN91121,BEN88761,2026-09-14 15:42:50,branch
BCH005354,ACC002770,BEN62647,BEN57016,2026-09-14 15:41:12,internet
BCH005355,ACC004165,BEN96851,BEN89950,2026-09-14 15:42:02,branch
BCH005356,ACC004125,BEN26561,BEN33218,2026-09-14 15:43:17,mobile
BCH005357,ACC001062,BEN76271,BEN92313,2026-09-14 15:41:42,mobile
BCH005358,ACC001741,BEN48867,BEN21279,2026-09-14 15:40:58,branch
BCH005359,ACC000557,BEN47185,BEN56684,2026-09-14 15:45:51,internet
BCH005360,ACC004076,BEN64065,BEN47631,2026-09-14 15:42:46,mobile
BCH005361,ACC002946,BEN37580,BEN24955,2026-09-14 15:45:31,branch
BCH005362,ACC004966,BEN45371,BEN40808,2026-09-14 15:45:46,internet
BCH005363,ACC000648,BEN41742,BEN90698,2026-09-14 15:43:34,internet
BCH005364,ACC004447,BEN84219,BEN20624,2026-09-14 15:43:32,internet
BCH005365,ACC003309,BEN33437,BEN43290,2026-09-14 15:41:42,branch
BCH005366,ACC002823,BEN85947,BEN42215,2026-09-14 15:42:07,internet
BCH005367,ACC003772,BEN62296,BEN19561,2026-09-14 15:43:01,branch
BCH005368,ACC000988,BEN61904,BEN82310,2026-09-14 15:40:56,branch
BCH005369,ACC002912,BEN85519,BEN47439,2026-09-14 15:43:29,internet
BCH005370,ACC002146,BEN60104,BEN75707,2026-09-14 15:44:19,mobile
BCH005371,ACC003435,BEN40859,BEN75074,2026-09-14 15:43:17,mobile
BCH005372,ACC003539,BEN18906,BEN93338,2026-09-14 15:45:39,branch
BCH005373,ACC002863,BEN34843,BEN82943,2026-09-14 15:40:42,branch
BCH005374,ACC004828,BEN52561,BEN60242,2026-09-14 15:45:17,branch
BCH005375,ACC002928,BEN67560,BEN44436,2026-09-14 15:40:20,mobile
BCH005376,ACC004005,BEN61664,BEN66441,2026-09-14 15:41:55,mobile
BCH005377,ACC003655,BEN49563,BEN34950,2026-09-14 15:40:30,branch
BCH005378,ACC001948,BEN69829,BEN51512,2026-09-14 15:44:55,branch
BCH005379,ACC002385,BEN66471,BEN14065,2026-09-14 15:41:58,mobile
BCH005380,ACC003102,BEN85164,BEN37321,2026-09-14 15:45:54,internet
BCH005381,ACC004474,BEN72041,BEN64587,2026-09-14 15:45:26,mobile
BCH005382,ACC002867,BEN30911,BEN86800,2026-09-14 15:41:37,internet
BCH005383,ACC004809,BEN70331,BEN29435,2026-09-14 15:40:37,mobile
BCH005384,ACC002932,BEN55678,BEN68083,2026-09-14 15:43:45,internet
BCH005385,ACC001252,BEN27748,BEN72220,2026-09-14 15:41:42,branch
BCH005386,ACC001759,BEN73054,BEN27021,2026-09-14 15:43:11,internet
BCH005387,ACC004376,BEN98612,BEN16935,2026-09-14 15:41:08,internet
BCH005388,ACC002207,BEN56425,BEN17205,2026-09-14 15:42:55,branch
BCH005389,ACC004894,BEN41735,BEN81790,2026-09-14 15:43:12,mobile
BCH005390,ACC002190,BEN53583,BEN11275,2026-09-14 15:42:40,internet
BCH005391,ACC004357,BEN48084,BEN94345,2026-09-14 15:42:01,internet
BCH005392,ACC003455,BEN77347,BEN89249,2026-09-14 15:46:04,internet
BCH005393,ACC002728,BEN44364,BEN83508,2026-09-14 15:42:50,internet
BCH005394,ACC001370,BEN97038,BEN81741,2026-09-14 15:44:08,mobile
BCH005395,ACC004270,BEN51497,BEN50344,2026-09-14 15:43:21,internet
BCH005396,ACC000824,BEN36052,BEN73093,2026-09-14 15:44:35,branch
BCH005397,ACC004823,BEN62845,BEN26335,2026-09-14 15:42:36,internet
BCH005398,ACC001333,BEN25209,BEN37175,2026-09-14 15:43:30,mobile
BCH005399,ACC003186,BEN74300,BEN60770,2026-09-14 15:40:42,mobile
BCH005400,ACC003179,BEN67453,BEN51543,2026-09-14 15:41:30,branch
BCH005401,ACC001099,BEN72800,BEN13366,2026-09-14 15:43:36,mobile
BCH005402,ACC003871,BEN70049,BEN59771,2026-09-14 15:41:26,internet
BCH005403,ACC004861,BEN78287,BEN54428,2026-09-14 15:40:34,branch
BCH005404,ACC004480,BEN41566,BEN52451,2026-09-14 15:41:56,mobile
BCH005405,ACC000320,BEN33819,BEN55420,2026-09-14 15:42:19,internet
BCH005406,ACC000055,BEN43316,BEN31878,2026-09-14 15:41:54,branch
BCH005407,ACC002977,BEN17296,BEN60807,2026-09-14 15:45:33,branch
BCH005408,ACC003155,BEN14371,BEN26222,2026-09-14 15:44:34,internet
BCH005409,ACC004612,BEN49645,BEN54767,2026-09-14 15:42:01,mobile
BCH005410,ACC000328,BEN35860,BEN77619,2026-09-14 15:45:16,internet
BCH005411,ACC003366,BEN98989,BEN48873,2026-09-14 15:40:28,mobile
BCH005412,ACC004309,BEN52982,BEN57892,2026-09-14 15:40:18,mobile
BCH005413,ACC004112,BEN27333,BEN52239,2026-09-14 15:45:11,mobile
BCH005414,ACC003066,BEN27493,BEN66136,2026-09-14 15:40:44,internet
BCH005415,ACC004128,BEN75494,BEN77729,2026-09-14 15:41:50,internet
BCH005416,ACC004239,BEN27575,BEN23303,2026-09-14 15:43:41,internet
BCH005417,ACC002803,BEN42238,BEN42388,2026-09-14 15:40:14,mobile
BCH005418,ACC001287,BEN33176,BEN57637,2026-09-14 15:41:51,mobile
BCH005419,ACC001628,BEN37955,BEN41235,2026-09-14 15:42:28,branch
BCH005420,ACC003636,BEN80405,BEN90020,2026-09-14 15:41:41,branch
BCH005421,ACC003743,BEN96594,BEN92505,2026-09-14 15:42:06,branch
BCH005422,ACC002367,BEN56019,BEN98566,2026-09-14 15:40:21,internet
BCH005423,ACC000543,BEN16867,BEN51978,2026-09-14 15:40:10,branch
BCH005424,ACC004973,BEN70530,BEN86890,2026-09-14 15:42:36,branch
BCH005425,ACC003996,BEN93747,BEN62070,2026-09-14 15:42:03,branch
BCH005426,ACC004965,BEN59862,BEN30267,2026-09-14 15:42:28,mobile
BCH005427,ACC001996,BEN35273,BEN34516,2026-09-14 15:42:31,mobile
BCH005428,ACC004041,BEN23193,BEN52224,2026-09-14 15:44:46,mobile
BCH005429,ACC004867,BEN98385,BEN31020,2026-09-14 15:41:02,internet
BCH005430,ACC002691,BEN82481,BEN89815,2026-09-14 15:40:58,branch
BCH005431,ACC000626,BEN18486,BEN67981,2026-09-14 15:41:32,mobile
BCH005432,ACC003204,BEN89810,BEN70150,2026-09-14 15:43:51,branch
BCH005433,ACC001124,BEN22801,BEN25983,2026-09-14 15:43:02,mobile
