account_id,onboarding_date,occupation_category,risk_rating,account_type,is_mule
ACC003897,2025-05-22,self_employed,low,savings,0
ACC003898,2025-05-09,business,low,current,0
ACC003899,2025-02-17,business,low,savings,1
ACC003900,2025-05-07,retired,low,savings,0
ACC003901,2025-10-05,business,low,current,0
ACC003902,2024-12-16,self_employed,low,savings,0
ACC003903,2021-09-27,self_employed,medium,savings,0
ACC003904,2022-01-08,student,medium,current,0
ACC003905,2026-03-29,retired,low,current,0
ACC003906,2023-05-25,business,low,current,1
ACC003907,2024-11-15,student,low,savings,0
ACC003908,2021-10-26,student,low,current,0
ACC003909,2024-06-10,business,medium,business,0
ACC003910,2026-03-20,retired,low,business,0
ACC003911,2023-04-28,business,medium,savings,0
ACC003912,2021-11-07,self_employed,high,savings,0
ACC003913,2021-09-25,self_employed,low,savings,0
ACC003914,2023-10-26,self_employed,low,business,0
ACC003915,2023-08-16,retired,low,business,0
ACC003916,2024-08-17,salaried,low,current,0
ACC003917,2024-05-09,salaried,high,business,0
ACC003918,2022-10-18,business,medium,current,0
ACC003919,2022-07-29,business,low,business,0
ACC003920,2024-12-17,student,medium,current,0
ACC003921,2025-12-24,business,low,current,0
ACC003922,2024-04-21,student,low,business,0
ACC003923,2023-02-13,business,medium,business,0
ACC003924,2022-04-03,salaried,low,current,0
ACC003925,2022-02-02,business,high,current,0
ACC003926,2024-03-27,student,low,savings,0
ACC003927,2024-03-04,retired,medium,savings,0
ACC003928,2025-07-30,retired,low,business,0
ACC003929,2026-02-15,student,low,business,0
ACC003930,2026-02-27,self_employed,low,current,0
ACC003931,2024-07-28,salaried,medium,savings,0
ACC003932,2025-05-22,retired,low,current,0
ACC003933,2022-11-02,business,low,current,0
ACC003934,2024-08-12,student,low,current,0
ACC003935,2025-11-13,salaried,low,savings,0
ACC003936,2024-10-03,student,medium,business,0
ACC003937,2023-04-21,business,low,savings,0
ACC003938,2023-02-07,student,low,business,0
ACC003939,2025-02-17,self_employed,low,savings,0
ACC003940,2021-11-11,student,low,current,0
ACC003941,2023-08-23,student,low,business,0
ACC003942,2023-08-10,retired,low,savings,0
ACC003943,2022-10-25,student,medium,business,0
ACC003944,2023-07-01,student,low,current,0
ACC003945,2021-11-20,student,medium,savings,0
ACC003946,2025-12-28,self_employed,low,current,0
ACC003947,2023-02-20,business,low,current,0
ACC003948,2022-09-30,salaried,low,business,0
ACC003949,2024-10-25,retired,low,current,0
ACC003950,2022-01-07,retired,low,business,0
ACC003951,2024-11-21,retired,low,business,0
ACC003952,2023-11-16,student,low,current,0
ACC003953,2026-04-01,retired,low,current,0
ACC003954,2022-02-10,retired,low,business,0
ACC003955,2022-02-09,salaried,high,current,0
ACC003956,2022-08-14,salaried,medium,business,0
ACC003957,2021-11-13,student,medium,business,0
ACC003958,2022-02-09,business,low,business,0
ACC003959,2022-09-07,business,medium,current,0
ACC003960,2025-03-30,salaried,medium,current,0
ACC003961,2025-06-24,self_employed,low,savings,0
ACC003962,2024-12-07,retired,medium,business,0
ACC003963,2022-10-01,retired,medium,savings,0
ACC003964,2026-05-10,salaried,low,business,0
ACC003965,2023-11-07,salaried,low,savings,0
ACC003966,2025-09-25,student,low,business,0
ACC003967,2023-01-01,student,medium,savings,0
ACC003968,2023-06-13,business,low,business,1
ACC003969,2021-10-11,salaried,medium,business,0
ACC003970,2024-04-05,self_employed,low,current,0
ACC003971,2025-04-12,self_employed,low,business,0
ACC003972,2022-07-23,self_employed,low,current,0
ACC003973,2026-02-15,salaried,medium,business,0
ACC003974,2023-12-30,self_employed,low,savings,0
ACC003975,2022-11-13,self_employed,low,savings,0
ACC003976,2025-04-06,business,low,savings,0
ACC003977,2022-08-04,salaried,low,business,0
ACC003978,2026-01-19,retired,low,savings,0
ACC003979,2022-09-13,student,low,savings,0
ACC003980,2024-02-08,self_employed,medium,business,0
ACC003981,2022-09-02,student,medium,business,0
ACC003982,2022-08-09,retired,medium,business,0
ACC003983,2025-12-07,salaried,low,business,0
ACC003984,2023-05-23,salaried,low,business,0
ACC003985,2023-05-26,self_employed,low,business,0
ACC003986,2023-12-09,business,low,current,0
ACC003987,2026-02-24,student,low,savings,0
ACC003988,2023-06-01,business,low,business,0
ACC003989,2024-09-29,student,low,business,0
ACC003990,2025-03-09,salaried,low,current,0
ACC003991,2024-03-18,self_employed,low,current,0
ACC003992,2023-01-24,salaried,low,savings,0
ACC003993,2022-01-13,business,low,business,0
ACC003994,2026-05-13,business,low,current,0
ACC003995,2025-12-03,self_employed,low,business,0
ACC003996,2023-06-20,retired,low,savings,0
ACC003997,2025-10-15,student,low,business,0
ACC003998,2024-07-06,self_employed,low,business,0
ACC003999,2023-09-11,business,low,savings,0
ACC004000,2021-09-21,self_employed,low,current,0
ACC004001,2021-10-22,business,low,business,0
ACC004002,2022-06-16,self_employed,low,business,0
ACC004003,2022-08-22,student,medium,savings,0
ACC004004,2026-08-01,retired,low,current,0
ACC004005,2025-11-26,business,low,business,0
ACC004006,2022-12-20,business,medium,business,0
ACC004007,2022-06-19,student,low,current,0
ACC004008,2026-01-19,business,high,current,0
ACC004009,2022-05-04,business,low,current,0
ACC004010,2022-07-24,salaried,low,business,0
ACC004011,2023-11-17,self_employed,low,business,0
ACC004012,2023-09-01,salaried,low,business,0
ACC004013,2025-08-02,retired,low,savings,0
ACC004014,2024-03-20,self_employed,low,savings,0
ACC004015,2023-12-12,retired,medium,current,0
ACC004016,2025-08-25,salaried,low,current,0
ACC004017,2022-02-15,salaried,low,business,0
ACC004018,2022-07-20,salaried,low,current,0
ACC004019,2023-03-09,business,low,savings,0
ACC004020,2022-01-13,self_employed,low,business,0
ACC004021,2024-03-03,retired,low,business,0
ACC004022,2024-10-06,business,low,savings,0
ACC004023,2024-05-11,student,low,business,0
ACC004024,2025-04-28,student,low,business,0
ACC004025,2022-09-08,self_employed,low,business,0
ACC004026,2022-07-05,self_employed,low,savings,0
ACC004027,2022-02-02,salaried,low,savings,0
ACC004028,2021-10-13,salaried,low,current,0
ACC004029,2022-11-16,business,low,savings,0
ACC004030,2023-02-24,student,low,business,0
ACC004031,2024-06-30,business,low,savings,0
ACC004032,2024-09-27,business,medium,business,0
ACC004033,2025-06-03,student,low,business,0
ACC004034,2023-12-25,self_employed,medium,current,0
ACC004035,2022-06-28,retired,low,savings,0
ACC004036,2024-11-13,business,low,business,0
ACC004037,2024-08-12,student,low,current,0
ACC004038,2023-04-04,self_employed,low,business,0
ACC004039,2022-09-01,student,low,current,0
ACC004040,2025-02-09,student,low,current,0
ACC004041,2025-02-07,salaried,medium,savings,0
ACC004042,2025-08-01,student,low,business,0
ACC004043,2024-01-05,self_employed,medium,business,0
ACC004044,2024-12-24,business,low,business,0
ACC004045,2025-10-07,salaried,low,savings,0
ACC004046,2025-04-15,business,low,current,0
ACC004047,2023-02-13,salaried,low,current,0
ACC004048,2022-08-30,student,low,savings,0
ACC004049,2022-10-29,self_employed,low,business,0
ACC004050,2022-03-14,student,medium,business,0
ACC004051,2023-01-21,salaried,low,savings,0
ACC004052,2022-08-01,business,medium,business,0
ACC004053,2025-03-28,salaried,low,savings,0
ACC004054,2025-10-21,retired,low,business,0
ACC004055,2026-07-16,salaried,medium,current,0
ACC004056,2025-06-05,self_employed,low,savings,0
ACC004057,2023-03-30,salaried,low,business,0
ACC004058,2024-12-05,self_employed,low,current,0
ACC004059,2024-10-01,retired,low,savings,0
ACC004060,2021-12-11,salaried,medium,savings,0
ACC004061,2022-10-23,self_employed,low,current,0
ACC004062,2025-10-22,salaried,low,savings,1
ACC004063,2025-11-07,retired,medium,business,0
ACC004064,2022-08-29,self_employed,low,current,0
ACC004065,2025-03-13,business,low,current,0
ACC004066,2025-06-13,salaried,medium,current,1
ACC004067,2022-02-02,student,low,current,0
ACC004068,2022-03-28,salaried,low,savings,0
ACC004069,2023-12-04,business,low,current,0
ACC004070,2024-05-16,business,low,savings,0
ACC004071,2021-10-21,self_employed,medium,savings,0
ACC004072,2026-03-01,salaried,low,savings,0
ACC004073,2026-08-09,student,low,current,0
ACC004074,2026-07-04,business,low,savings,0
ACC004075,2023-08-09,student,low,current,0
ACC004076,2024-07-30,retired,low,business,0
ACC004077,2026-02-11,salaried,low,business,0
ACC004078,2026-02-24,self_employed,low,business,0
ACC004079,2022-07-05,student,medium,savings,0
ACC004080,2025-05-19,retired,medium,current,0
ACC004081,2023-10-25,business,low,business,0
ACC004082,2025-10-19,self_employed,low,current,0
ACC004083,2024-08-22,student,low,business,0
ACC004084,2024-12-21,salaried,low,current,0
ACC004085,2022-12-18,business,low,savings,0
ACC004086,2026-06-13,self_employed,medium,business,0
ACC004087,2022-03-01,self_employed,low,business,0
ACC004088,2021-10-19,self_employed,low,business,0
ACC004089,2023-01-13,self_employed,low,savings,0
ACC004090,2025-12-31,retired,low,current,0
ACC004091,2025-09-10,salaried,low,savings,0
ACC004092,2025-12-01,student,low,current,0
ACC004093,2023-02-08,student,medium,savings,0
ACC004094,2022-05-03,salaried,low,business,0
ACC004095,2025-11-18,retired,low,current,0
ACC004096,2024-06-05,retired,low,savings,0
ACC004097,2023-10-01,self_employed,low,business,0
ACC004098,2024-07-07,retired,low,business,0
ACC004099,2024-01-25,student,low,current,0
ACC004100,2022-02-16,salaried,medium,current,0
ACC004101,2026-01-04,student,medium,business,0
ACC004102,2023-08-05,self_employed,medium,current,0
ACC004103,2026-05-20,business,low,current,0
ACC004104,2024-12-02,salaried,medium,business,0
ACC004105,2025-02-16,retired,high,business,0
ACC004106,2023-09-13,student,medium,business,0
ACC004107,2022-05-15,retired,low,business,0
ACC004108,2025-08-09,business,medium,current,0
ACC004109,2025-06-24,self_employed,high,current,0
ACC004110,2026-07-29,self_employed,low,savings,0
ACC004111,2025-07-06,student,medium,current,0
ACC004112,2022-06-13,salaried,high,business,0
ACC004113,2025-12-09,student,low,current,0
ACC004114,2025-07-02,salaried,low,current,0
ACC004115,2024-05-21,student,low,business,0
ACC004116,2022-09-16,business,low,current,0
ACC004117,2025-12-06,business,low,current,0
ACC004118,2021-11-07,self_employed,low,savings,0
ACC004119,2022-07-28,retired,low,savings,0
ACC004120,2025-02-17,student,low,business,0
ACC004121,2025-03-17,self_employed,low,business,1
ACC004122,2022-01-02,salaried,low,business,0
ACC004123,2026-06-09,business,low,savings,0
ACC004124,2026-05-15,retired,low,current,0
ACC004125,2021-09-13,student,medium,savings,0
ACC004126,2022-06-22,self_employed,low,savings,0
ACC004127,2024-04-16,business,low,savings,0
ACC004128,2026-01-09,salaried,low,savings,0
ACC004129,2026-06-26,business,medium,business,0
ACC004130,2023-06-17,student,low,business,0
ACC004131,2025-07-31,self_employed,low,business,0
ACC004132,2024-08-06,student,high,savings,0
ACC004133,2024-10-15,student,low,savings,0
ACC004134,2022-02-28,business,low,savings,0
ACC004135,2023-08-06,salaried,low,savings,0
ACC004136,2025-07-25,business,low,savings,0
ACC004137,2024-07-10,student,low,business,0
ACC004138,2026-06-19,retired,low,current,0
ACC004139,2025-09-21,student,low,current,0
ACC004140,2024-10-15,business,medium,current,0
ACC004141,2025-07-19,retired,medium,current,0
ACC004142,2022-09-02,retired,medium,current,0
ACC004143,2022-07-12,business,low,current,0
ACC004144,2023-08-02,salaried,low,savings,0
ACC004145,2021-09-19,business,low,business,0
ACC004146,2024-08-08,self_employed,medium,business,0
ACC004147,2024-09-20,business,medium,business,0
ACC004148,2024-03-08,student,medium,current,0
ACC004149,2026-05-11,business,low,business,0
ACC004150,2026-02-20,self_employed,low,business,0
ACC004151,2024-11-17,salaried,high,savings,0
ACC004152,2022-08-09,business,low,business,0
ACC004153,2022-02-02,business,medium,business,1
ACC004154,2023-02-05,salaried,medium,business,0
ACC004155,2025-11-20,salaried,low,business,0
ACC004156,2022-11-23,business,low,current,0
ACC004157,2025-03-07,student,low,business,0
ACC004158,2022-08-11,student,medium,current,0
ACC004159,2023-11-12,self_employed,medium,current,0
ACC004160,2023-05-14,self_employed,low,business,0
ACC004161,2023-04-18,salaried,low,current,0
ACC004162,2022-09-23,retired,low,current,0
ACC004163,2025-01-15,business,low,current,0
ACC004164,2023-07-14,retired,low,current,0
ACC004165,2025-08-02,retired,low,savings,0
ACC004166,2023-04-28,business,low,current,0
ACC004167,2024-07-28,business,low,business,0
ACC004168,2022-08-13,student,medium,current,0
ACC004169,2025-03-23,student,low,current,0
ACC004170,2022-02-04,retired,low,savings,0
ACC004171,2022-09-30,business,low,savings,0
ACC004172,2025-07-13,self_employed,medium,savings,0
ACC004173,2025-08-04,self_employed,low,current,0
ACC004174,2025-12-27,business,medium,current,0
ACC004175,2022-11-05,salaried,low,savings,0
ACC004176,2025-12-10,retired,low,savings,0
ACC004177,2021-09-26,salaried,low,business,0
ACC004178,2026-03-18,retired,medium,current,0
ACC004179,2022-02-10,self_employed,low,business,0
ACC004180,2026-05-28,self_employed,medium,savings,0
ACC004181,2025-05-19,student,medium,current,0
ACC004182,2026-09-04,business,low,savings,0
ACC004183,2025-10-22,salaried,low,current,1
ACC004184,2026-01-09,retired,medium,business,0
ACC004185,2023-03-17,retired,medium,current,0
ACC004186,2026-08-15,student,medium,business,0
ACC004187,2023-03-06,self_employed,medium,business,0
ACC004188,2022-10-16,business,medium,business,0
ACC004189,2022-07-31,salaried,low,savings,0
ACC004190,2024-12-29,business,low,business,0
ACC004191,2024-06-08,retired,low,current,0
ACC004192,2025-12-27,self_employed,low,business,0
ACC004193,2024-12-21,student,medium,savings,0
ACC004194,2025-04-05,self_employed,low,current,0
ACC004195,2023-10-24,salaried,low,business,0
ACC004196,2024-01-11,business,low,current,0
ACC004197,2025-01-31,student,low,current,0
ACC004198,2024-08-13,self_employed,high,savings,0
ACC004199,2024-03-14,self_employed,low,current,0
ACC004200,2025-07-20,business,medium,current,0
ACC004201,2022-11-01,salaried,low,savings,0
ACC004202,2022-11-16,salaried,low,current,0
ACC004203,2025-03-18,retired,low,savings,0
ACC004204,2026-01-21,student,medium,current,0
ACC004205,2024-03-29,business,medium,savings,0
ACC004206,2026-05-11,student,low,savings,0
ACC004207,2024-05-15,business,medium,savings,0
ACC004208,2026-05-29,salaried,low,savings,0
ACC004209,2023-07-20,business,low,savings,1
ACC004210,2023-05-30,salaried,low,savings,0
ACC004211,2023-06-26,student,low,business,0
ACC004212,2024-03-03,retired,medium,business,0
ACC004213,2024-08-20,self_employed,medium,current,0
ACC004214,2022-10-30,salaried,medium,savings,0
ACC004215,2023-03-19,retired,medium,current,0
ACC004216,2025-12-26,student,low,savings,0
ACC004217,2026-04-25,student,medium,savings,0
ACC004218,2024-06-10,student,medium,business,0
ACC004219,2022-09-06,self_employed,medium,current,0
ACC004220,2024-09-11,self_employed,low,current,0
ACC004221,2026-06-25,retired,low,business,0
ACC004222,2025-10-14,salaried,medium,current,0
ACC004223,2026-08-28,salaried,low,business,0
ACC004224,2026-07-21,business,low,business,0
ACC004225,2025-04-02,salaried,medium,business,0
ACC004226,2026-03-29,salaried,low,business,0
ACC004227,2024-02-18,retired,medium,savings,0
ACC004228,2025-04-17,self_employed,low,savings,0
ACC004229,2021-10-22,retired,medium,business,0
ACC004230,2026-02-23,retired,low,savings,0
ACC004231,2022-08-09,salaried,high,business,0
ACC004232,2021-11-30,self_employed,low,savings,0
ACC004233,2024-12-09,retired,low,savings,0
ACC004234,2022-12-08,self_employed,low,business,0
ACC004235,2022-02-24,student,low,business,0
ACC004236,2022-03-07,business,low,current,0
ACC004237,2023-05-27,retired,low,savings,0
ACC004238,2023-12-21,student,medium,current,0
ACC004239,2023-01-26,retired,low,business,0
ACC004240,2024-02-20,retired,low,business,0
ACC004241,2023-10-31,retired,low,savings,0
ACC004242,2022-12-11,salaried,high,current,0
ACC004243,2022-03-24,retired,high,current,0
ACC004244,2024-03-17,self_employed,low,savings,0
ACC004245,2023-06-08,self_employed,low,current,0
ACC004246,2026-04-21,salaried,low,current,0
ACC004247,2021-12-22,self_employed,medium,current,0
ACC004248,2024-10-01,retired,low,business,0
ACC004249,2025-07-20,self_employed,low,current,0
ACC004250,2022-07-28,business,low,current,0
ACC004251,2026-06-24,salaried,low,current,0
ACC004252,2023-08-10,student,low,current,0
ACC004253,2026-06-22,retired,medium,current,0
ACC004254,2025-01-03,retired,low,savings,0
ACC004255,2023-09-21,student,low,savings,0
ACC004256,2026-01-17,student,low,savings,1
ACC004257,2024-02-23,student,low,savings,1
ACC004258,2022-02-05,business,medium,business,0
ACC004259,2024-12-11,self_employed,medium,savings,0
ACC004260,2024-12-30,business,low,savings,0
ACC004261,2025-03-30,business,low,business,0
ACC004262,2024-05-11,salaried,medium,savings,0
ACC004263,2026-05-25,student,medium,business,0
ACC004264,2022-02-27,salaried,low,business,0
ACC004265,2021-10-23,self_employed,low,savings,0
ACC004266,2023-11-02,self_employed,medium,current,0
ACC004267,2023-06-05,self_employed,low,savings,0
ACC004268,2025-06-20,student,low,savings,0
ACC004269,2023-08-14,business,medium,savings,0
ACC004270,2024-10-29,salaried,medium,business,0
ACC004271,2026-05-08,salaried,low,current,0
ACC004272,2023-05-16,salaried,low,current,0
ACC004273,2023-05-07,salaried,low,business,0
ACC004274,2024-03-14,self_employed,low,business,0
ACC004275,2025-07-08,salaried,medium,current,0
ACC004276,2023-03-18,retired,low,business,0
ACC004277,2022-05-02,student,medium,savings,0
ACC004278,2023-04-16,salaried,low,business,0
ACC004279,2023-03-06,retired,low,business,0
ACC004280,2026-01-26,business,low,savings,0
ACC004281,2022-09-18,salaried,medium,current,0
ACC004282,2024-11-27,self_employed,medium,current,0
ACC004283,2022-01-17,student,low,business,0
ACC004284,2025-05-06,salaried,low,current,0
ACC004285,2024-01-28,self_employed,low,business,0
ACC004286,2026-06-08,business,low,current,0
ACC004287,2023-12-12,retired,low,current,0
ACC004288,2022-10-22,business,low,current,0
ACC004289,2023-01-25,business,low,current,0
ACC004290,2026-09-01,salaried,high,business,0
ACC004291,2023-11-14,retired,high,business,0
ACC004292,2021-09-30,salaried,low,business,0
ACC004293,2024-07-06,salaried,low,savings,0
ACC004294,2025-08-31,retired,low,business,0
ACC004295,2023-01-06,salaried,low,current,0
ACC004296,2022-01-15,self_employed,medium,savings,0
ACC004297,2023-01-03,salaried,low,savings,0
ACC004298,2024-06-11,retired,low,savings,0
ACC004299,2022-02-18,self_employed,low,current,0
ACC004300,2024-04-05,business,medium,business,0
ACC004301,2025-11-15,self_employed,low,current,0
ACC004302,2026-07-28,student,low,business,0
ACC004303,2026-05-19,student,medium,savings,0
ACC004304,2024-09-29,student,low,business,0
ACC004305,2022-04-27,retired,medium,current,0
ACC004306,2024-05-27,self_employed,medium,current,0
ACC004307,2026-03-03,business,low,business,0
ACC004308,2023-07-28,self_employed,low,business,0
ACC004309,2023-04-07,retired,low,business,0
ACC004310,2026-02-16,salaried,medium,current,0
ACC004311,2022-04-12,salaried,low,savings,0
ACC004312,2025-12-30,self_employed,low,savings,0
ACC004313,2023-01-21,self_employed,low,savings,0
ACC004314,2025-03-28,salaried,medium,current,0
ACC004315,2026-04-27,self_employed,low,business,1
ACC004316,2026-04-08,retired,low,business,0
ACC004317,2025-02-17,retired,low,current,0
ACC004318,2022-06-25,salaried,low,current,0
ACC004319,2024-09-02,student,low,business,0
ACC004320,2023-08-01,student,low,savings,0
ACC004321,2023-07-07,self_employed,low,business,0
ACC004322,2024-07-10,self_employed,medium,business,0
ACC004323,2024-07-07,student,low,current,0
ACC004324,2024-10-07,retired,low,current,0
ACC004325,2024-03-13,self_employed,low,business,0
ACC004326,2023-07-23,retired,low,current,0
ACC004327,2026-03-19,self_employed,low,savings,0
ACC004328,2025-09-27,salaried,low,savings,0
ACC004329,2026-06-23,self_employed,low,business,0
ACC004330,2021-10-10,retired,low,savings,0
ACC004331,2022-09-04,business,low,savings,0
ACC004332,2024-08-23,salaried,low,business,0
ACC004333,2025-06-28,self_employed,low,savings,0
ACC004334,2023-09-29,self_employed,low,current,0
ACC004335,2023-10-10,business,medium,current,0
ACC004336,2022-01-14,business,medium,current,0
ACC004337,2024-06-06,business,low,business,0
ACC004338,2024-12-10,self_employed,low,savings,0
ACC004339,2022-08-31,salaried,medium,current,0
ACC004340,2024-12-24,self_employed,low,savings,0
ACC004341,2023-11-19,self_employed,medium,business,0
ACC004342,2026-04-18,retired,low,business,0
ACC004343,2024-02-08,business,low,business,0
ACC004344,2021-11-28,business,low,current,0
ACC004345,2026-02-04,self_employed,low,savings,0
ACC004346,2024-11-20,self_employed,low,business,0
ACC004347,2026-01-27,self_employed,low,current,0
ACC004348,2026-01-10,salaried,low,savings,0
ACC004349,2025-06-28,self_employed,low,current,0
ACC004350,2025-11-03,retired,low,current,0
ACC004351,2022-01-27,student,low,savings,0
ACC004352,2024-03-21,self_employed,low,current,0
ACC004353,2023-05-04,retired,medium,current,0
ACC004354,2024-06-04,student,medium,current,0
ACC004355,2026-01-26,business,low,business,0
ACC004356,2022-05-26,self_employed,high,business,0
ACC004357,2022-07-08,student,medium,current,0
ACC004358,2023-02-15,business,low,business,0
ACC004359,2026-04-11,student,low,business,0
ACC004360,2026-03-27,retired,low,savings,0
ACC004361,2021-10-05,salaried,medium,current,0
ACC004362,2022-04-04,student,medium,savings,0
ACC004363,2023-06-29,business,low,savings,0
ACC004364,2023-07-07,retired,low,business,0
ACC004365,2025-04-22,salaried,low,current,0
ACC004366,2022-08-01,business,low,business,0
ACC004367,2023-06-13,student,low,current,0
ACC004368,2026-04-10,student,low,savings,0
ACC004369,2025-05-27,business,low,business,0
ACC004370,2022-04-25,student,low,current,0
ACC004371,2023-01-03,salaried,high,business,0
ACC004372,2021-11-25,student,low,savings,0
ACC004373,2025-08-09,business,medium,business,0
ACC004374,2024-07-09,retired,high,business,0
ACC004375,2022-01-08,retired,low,current,0
ACC004376,2022-06-11,business,medium,savings,0
ACC004377,2022-04-28,student,low,business,0
ACC004378,2022-02-28,self_employed,medium,savings,0
ACC004379,2023-03-20,self_employed,low,savings,0
ACC004380,2023-11-04,salaried,low,business,0
ACC004381,2026-06-12,salaried,low,business,0
ACC004382,2022-04-19,student,high,savings,0
ACC004383,2026-08-04,business,medium,current,0
ACC004384,2023-08-21,student,medium,savings,0
ACC004385,2023-11-25,business,medium,current,0
ACC004386,2025-03-02,business,low,business,0
ACC004387,2024-12-31,retired,low,business,0
ACC004388,2025-07-15,salaried,low,business,0
ACC004389,2025-02-20,self_employed,medium,savings,0
ACC004390,2025-05-20,self_employed,low,current,0
ACC004391,2024-05-23,business,low,business,0
ACC004392,2021-11-04,retired,low,business,0
ACC004393,2025-01-05,salaried,low,business,0
ACC004394,2022-09-15,student,low,current,0
ACC004395,2026-04-01,business,medium,savings,1
ACC004396,2021-10-01,business,medium,savings,0
ACC004397,2022-03-28,salaried,medium,savings,0
ACC004398,2026-09-06,salaried,low,business,0
ACC004399,2022-02-01,salaried,medium,savings,0
ACC004400,2022-04-26,self_employed,low,current,0
ACC004401,2024-09-28,salaried,medium,savings,0
ACC004402,2025-12-23,student,medium,business,0
ACC004403,2022-08-08,self_employed,medium,business,0
ACC004404,2024-03-01,self_employed,low,current,0
ACC004405,2024-04-06,student,low,savings,0
ACC004406,2022-06-08,business,low,savings,0
ACC004407,2024-02-04,self_employed,low,savings,0
ACC004408,2025-06-03,self_employed,high,current,0
ACC004409,2024-12-11,retired,low,current,0
ACC004410,2025-01-22,student,low,current,0
ACC004411,2021-12-17,business,low,business,0
ACC004412,2025-09-24,self_employed,low,business,0
ACC004413,2023-01-11,retired,low,business,0
ACC004414,2026-03-28,self_employed,high,current,0
ACC004415,2023-07-28,student,low,business,0
ACC004416,2022-11-10,student,low,business,0
ACC004417,2025-01-09,business,low,business,0
ACC004418,2026-05-05,student,low,savings,0
ACC004419,2024-03-17,student,low,current,0
ACC004420,2022-12-04,salaried,medium,business,0
ACC004421,2024-03-27,self_employed,low,current,0
ACC004422,2024-11-15,business,low,business,0
ACC004423,2021-10-17,retired,low,savings,0
ACC004424,2026-05-29,student,medium,business,0
ACC004425,2026-06-03,student,medium,savings,0
ACC004426,2022-11-26,self_employed,low,current,0
ACC004427,2022-09-30,student,low,savings,0
ACC004428,2022-01-20,self_employed,medium,current,0
ACC004429,2021-09-28,self_employed,low,savings,0
ACC004430,2026-07-28,salaried,low,business,0
ACC004431,2025-01-19,retired,low,business,0
ACC004432,2026-04-08,retired,medium,current,0
ACC004433,2026-05-11,self_employed,low,current,0
ACC004434,2022-06-04,business,low,business,0
ACC004435,2024-04-16,retired,low,savings,0
ACC004436,2023-06-27,business,low,current,0
ACC004437,2024-08-16,student,high,current,0
ACC004438,2023-07-02,business,low,business,0
ACC004439,2025-03-18,self_employed,medium,business,1
ACC004440,2026-01-22,business,low,business,0
ACC004441,2022-11-29,self_employed,low,current,0
ACC004442,2023-01-26,salaried,high,current,0
ACC004443,2023-04-07,self_employed,medium,current,0
ACC004444,2023-07-30,retired,low,savings,0
ACC004445,2023-11-07,self_employed,low,savings,1
ACC004446,2023-05-09,student,low,savings,0
ACC004447,2022-09-04,self_employed,medium,current,0
ACC004448,2023-03-30,salaried,medium,savings,0
ACC004449,2026-07-11,business,medium,current,0
ACC004450,2022-02-28,salaried,low,current,0
ACC004451,2026-05-15,salaried,low,business,0
ACC004452,2025-08-16,retired,low,current,0
ACC004453,2026-05-17,retired,medium,business,0
ACC004454,2022-04-28,self_employed,medium,savings,0
ACC004455,2024-03-04,retired,low,savings,0
ACC004456,2022-04-10,retired,medium,current,0
ACC004457,2023-10-31,retired,low,business,0
ACC004458,2022-07-15,salaried,low,business,0
ACC004459,2023-05-19,business,low,business,0
ACC004460,2026-08-21,self_employed,medium,current,0
ACC004461,2025-11-04,student,low,savings,0
ACC004462,2024-07-06,business,low,current,0
ACC004463,2024-09-26,salaried,low,savings,0
ACC004464,2022-10-16,retired,low,savings,0
ACC004465,2023-09-11,student,low,current,0
ACC004466,2022-07-20,retired,low,current,0
ACC004467,2024-02-15,self_employed,low,current,0
ACC004468,2022-04-17,retired,low,current,0
ACC004469,2023-05-07,self_employed,low,business,0
ACC004470,2024-05-27,business,medium,current,0
ACC004471,2025-10-31,salaried,low,business,0
ACC004472,2025-07-14,salaried,low,current,0
ACC004473,2024-06-29,salaried,low,savings,0
ACC004474,2024-04-19,business,low,business,0
ACC004475,2026-09-01,retired,low,business,0
ACC004476,2022-12-30,retired,low,savings,0
ACC004477,2026-07-06,student,low,business,0
ACC004478,2026-07-10,salaried,low,current,0
ACC004479,2024-10-19,business,low,current,0
ACC004480,2024-05-22,student,medium,current,0
ACC004481,2025-05-05,salaried,medium,current,0
ACC004482,2023-02-18,business,medium,business,0
ACC004483,2021-09-28,salaried,low,current,0
ACC004484,2024-05-13,business,low,business,0
ACC004485,2023-10-17,business,medium,current,0
ACC004486,2023-08-02,retired,low,current,0
ACC004487,2025-05-29,salaried,low,current,1
ACC004488,2024-01-20,retired,low,business,0
ACC004489,2024-10-03,student,low,current,0
ACC004490,2022-11-04,student,medium,savings,0
ACC004491,2024-07-09,business,low,current,0
ACC004492,2025-10-13,student,low,current,0
ACC004493,2025-08-21,student,low,savings,0
ACC004494,2025-06-27,business,low,business,0
ACC004495,2024-10-01,salaried,low,current,0
ACC004496,2024-04-19,self_employed,low,business,0
ACC004497,2025-11-03,salaried,low,savings,0
ACC004498,2026-05-23,retired,low,current,0
ACC004499,2022-08-17,student,high,business,0
ACC004500,2023-03-13,business,low,business,0
ACC004501,2022-05-25,business,low,savings,0
ACC004502,2024-02-01,salaried,low,savings,0
ACC004503,2022-11-21,self_employed,low,business,0
ACC004504,2026-04-13,salaried,low,business,0
ACC004505,2023-05-16,salaried,low,business,0
ACC004506,2023-12-09,student,low,savings,0
ACC004507,2022-05-08,self_employed,high,current,0
ACC004508,2022-05-05,salaried,medium,current,0
ACC004509,2021-11-09,salaried,medium,business,0
